product_market_id,market_id,product_id,product_name,product_family,product_category,product_tier,target_persona,bundle_eligible_flag,industry,geography,company_size,buyer_persona,total_companies,addressable_pct,segment_tam_value_usd,base_acv_usd,product_fit_score,product_tam_share_pct,product_tam_value_usd,product_addressable_accounts_est,product_average_budget_usd,market_growth_rate,competitive_intensity,regulatory_complexity,tam_allocation_method
M0109_P005,M0109,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,Europe,Strategic,CFO,168,0.369,63798635,90000,0.856227,0.073517,4690265,5,938053,0.068,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0109_P006,M0109,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,Europe,Strategic,CFO,168,0.369,63798635,160000,2.33164,0.200197,12772318,12,1064360,0.068,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0109_P007,M0109,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,Europe,Strategic,CFO,168,0.369,63798635,80000,0.905984,0.077789,4962825,5,992565,0.068,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0109_P008,M0109,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,Europe,Strategic,CFO,168,0.369,63798635,110000,1.881127,0.161516,10304488,10,1030449,0.068,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0110_P001,M0110,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,Europe,Strategic,CRO,233,0.433,85752386,150000,1.317123,0.12162,10429230,12,869102,0.048,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0110_P002,M0110,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,Europe,Strategic,CRO,233,0.433,85752386,175000,1.07537,0.099297,8514987,10,851499,0.048,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0110_P003,M0110,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,Europe,Strategic,CRO,233,0.433,85752386,135000,2.163593,0.199781,17131736,20,856587,0.048,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0110_P004,M0110,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,Europe,Strategic,CRO,233,0.433,85752386,120000,2.201272,0.203261,17430090,21,830004,0.048,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0110_P005,M0110,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,Europe,Strategic,CRO,233,0.433,85752386,90000,0.856227,0.079062,6779771,8,847471,0.048,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0110_P006,M0110,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,Europe,Strategic,CRO,233,0.433,85752386,160000,1.278641,0.118067,10124524,12,843710,0.048,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0110_P007,M0110,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,Europe,Strategic,CRO,233,0.433,85752386,80000,0.905984,0.083657,7173756,8,896720,0.048,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0110_P008,M0110,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,Europe,Strategic,CRO,233,0.433,85752386,110000,1.031586,0.095254,8168292,10,816829,0.048,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0111_P001,M0111,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,Europe,Strategic,Strategy,137,0.357,55224276,150000,2.401813,0.225557,12456195,11,1132381,0.078,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0111_P002,M0111,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,Europe,Strategic,Strategy,137,0.357,55224276,175000,1.07537,0.100989,5577047,5,1115409,0.078,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0111_P003,M0111,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,Europe,Strategic,Strategy,137,0.357,55224276,135000,1.186486,0.111424,6153312,5,1230662,0.078,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0111_P004,M0111,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,Europe,Strategic,Strategy,137,0.357,55224276,120000,1.207149,0.113365,6260474,6,1043412,0.078,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0111_P005,M0111,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,Europe,Strategic,Strategy,137,0.357,55224276,90000,1.561356,0.146628,8097447,7,1156778,0.078,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0111_P006,M0111,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,Europe,Strategic,Strategy,137,0.357,55224276,160000,1.278641,0.120078,6631243,6,1105207,0.078,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0111_P007,M0111,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,Europe,Strategic,Strategy,137,0.357,55224276,80000,0.905984,0.085082,4698584,4,1174646,0.078,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0111_P008,M0111,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,Europe,Strategic,Strategy,137,0.357,55224276,110000,1.031586,0.096877,5349974,5,1069995,0.078,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0112_P001,M0112,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,Europe,Strategic,Product,129,0.472,55073579,150000,1.317123,0.128578,7081261,8,885158,0.103,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0112_P002,M0112,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,Europe,Strategic,Product,129,0.472,55073579,175000,1.07537,0.104978,5781524,6,963587,0.103,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0112_P003,M0112,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,Europe,Strategic,Product,129,0.472,55073579,135000,1.186486,0.115825,6378917,7,911274,0.103,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0112_P004,M0112,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,Europe,Strategic,Product,129,0.472,55073579,120000,1.846228,0.18023,9925894,11,902354,0.103,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0112_P005,M0112,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,Europe,Strategic,Product,129,0.472,55073579,90000,0.856227,0.083585,4603343,5,920669,0.103,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0112_P006,M0112,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,Europe,Strategic,Product,129,0.472,55073579,160000,1.278641,0.124822,6874371,8,859296,0.103,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0112_P007,M0112,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,Europe,Strategic,Product,129,0.472,55073579,80000,1.652089,0.161278,8882143,10,888214,0.103,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0112_P008,M0112,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,Europe,Strategic,Product,129,0.472,55073579,110000,1.031586,0.100704,5546126,6,924354,0.103,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0113_P001,M0113,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,Europe,Enterprise,CFO,748,0.451,226426358,150000,1.159068,0.104915,23755549,35,678730,0.1,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0113_P002,M0113,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,Europe,Enterprise,CFO,748,0.451,226426358,175000,1.725653,0.156201,35367924,53,667319,0.1,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0113_P003,M0113,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,Europe,Enterprise,CFO,748,0.451,226426358,135000,1.238073,0.112066,25374772,38,667757,0.1,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0113_P004,M0113,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,Europe,Enterprise,CFO,748,0.451,226426358,120000,1.259634,0.114018,25816681,38,679386,0.1,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0113_P005,M0113,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,Europe,Enterprise,CFO,748,0.451,226426358,90000,0.951364,0.086114,19498565,29,672364,0.1,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0113_P006,M0113,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,Europe,Enterprise,CFO,748,0.451,226426358,160000,2.051843,0.185726,42053311,63,667513,0.1,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0113_P007,M0113,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,Europe,Enterprise,CFO,748,0.451,226426358,80000,1.006649,0.091119,20631664,31,665538,0.1,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0113_P008,M0113,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,Europe,Enterprise,CFO,748,0.451,226426358,110000,1.655392,0.149841,33927892,51,665253,0.1,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0114_P001,M0114,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,Europe,Enterprise,CRO,829,0.333,202511163,150000,1.159068,0.108822,22037668,30,734589,0.082,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0114_P002,M0114,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,Europe,Enterprise,CRO,829,0.333,202511163,175000,0.946326,0.088848,17992742,25,719710,0.082,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0114_P003,M0114,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,Europe,Enterprise,CRO,829,0.333,202511163,135000,2.257662,0.211966,42925511,59,727551,0.082,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0114_P004,M0114,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,Europe,Enterprise,CRO,829,0.333,202511163,120000,2.29698,0.215658,43673072,60,727885,0.082,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0114_P005,M0114,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,Europe,Enterprise,CRO,829,0.333,202511163,90000,0.951364,0.089321,18088527,25,723541,0.082,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0114_P006,M0114,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,Europe,Enterprise,CRO,829,0.333,202511163,160000,1.125204,0.105643,21393802,29,737717,0.082,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0114_P007,M0114,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,Europe,Enterprise,CRO,829,0.333,202511163,80000,1.006649,0.094512,19139686,26,736142,0.082,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0114_P008,M0114,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,Europe,Enterprise,CRO,829,0.333,202511163,110000,0.907796,0.085231,17260155,24,719173,0.082,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0115_P001,M0115,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,Europe,Enterprise,Strategy,546,0.235,63708994,150000,2.113595,0.204566,13032666,26,501256,0.05,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0115_P002,M0115,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,Europe,Enterprise,Strategy,546,0.235,63708994,175000,0.946326,0.091591,5835152,12,486263,0.05,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0115_P003,M0115,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,Europe,Enterprise,Strategy,546,0.235,63708994,135000,1.238073,0.119828,7634095,15,508940,0.05,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0115_P004,M0115,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,Europe,Enterprise,Strategy,546,0.235,63708994,120000,1.259634,0.121914,7767045,16,485440,0.05,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0115_P005,M0115,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,Europe,Enterprise,Strategy,546,0.235,63708994,90000,1.73484,0.167907,10697217,22,486237,0.05,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0115_P006,M0115,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,Europe,Enterprise,Strategy,546,0.235,63708994,160000,1.125204,0.108904,6938136,14,495581,0.05,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0115_P007,M0115,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,Europe,Enterprise,Strategy,546,0.235,63708994,80000,1.006649,0.097429,6207113,13,477470,0.05,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0115_P008,M0115,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,Europe,Enterprise,Strategy,546,0.235,63708994,110000,0.907796,0.087862,5597570,11,508870,0.05,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0116_P001,M0116,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,Europe,Enterprise,Product,444,0.378,94391301,150000,1.159068,0.114873,10843027,19,570686,0.087,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0116_P002,M0116,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,Europe,Enterprise,Product,444,0.378,94391301,175000,0.946326,0.093789,8852832,16,553302,0.087,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0116_P003,M0116,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,Europe,Enterprise,Product,444,0.378,94391301,135000,1.238073,0.122703,11582107,21,551529,0.087,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0116_P004,M0116,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,Europe,Enterprise,Product,444,0.378,94391301,120000,1.926499,0.190932,18022303,32,563197,0.087,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0116_P005,M0116,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,Europe,Enterprise,Product,444,0.378,94391301,90000,0.951364,0.094288,8899961,16,556248,0.087,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0116_P006,M0116,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,Europe,Enterprise,Product,444,0.378,94391301,160000,1.125204,0.111517,10526230,19,554012,0.087,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0116_P007,M0116,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,Europe,Enterprise,Product,444,0.378,94391301,80000,1.835655,0.181928,17172458,31,553950,0.087,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0116_P008,M0116,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,Europe,Enterprise,Product,444,0.378,94391301,110000,0.907796,0.08997,8492383,15,566159,0.087,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0117_P001,M0117,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,Europe,Mid-Market,CFO,1128,0.339,72734782,150000,0.842959,0.090416,6576407,35,187897,0.106,Low,Medium,Normalized persona x industry x company-size x ACV fit weights
M0117_P002,M0117,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,Europe,Mid-Market,CFO,1128,0.339,72734782,175000,1.255021,0.134614,9791138,51,191983,0.106,Low,Medium,Normalized persona x industry x company-size x ACV fit weights
M0117_P003,M0117,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,Europe,Mid-Market,CFO,1128,0.339,72734782,135000,1.031727,0.110664,8049097,42,191645,0.106,Low,Medium,Normalized persona x industry x company-size x ACV fit weights
M0117_P004,M0117,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,Europe,Mid-Market,CFO,1128,0.339,72734782,120000,1.049695,0.112591,8189275,43,190448,0.106,Low,Medium,Normalized persona x industry x company-size x ACV fit weights
M0117_P005,M0117,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,Europe,Mid-Market,CFO,1128,0.339,72734782,90000,1.189205,0.127555,9277670,49,189340,0.106,Low,Medium,Normalized persona x industry x company-size x ACV fit weights
M0117_P006,M0117,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,Europe,Mid-Market,CFO,1128,0.339,72734782,160000,1.49225,0.16006,11641898,61,190851,0.106,Low,Medium,Normalized persona x industry x company-size x ACV fit weights
M0117_P007,M0117,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,Europe,Mid-Market,CFO,1128,0.339,72734782,80000,1.258312,0.134967,9816814,52,188785,0.106,Low,Medium,Normalized persona x industry x company-size x ACV fit weights
M0117_P008,M0117,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,Europe,Mid-Market,CFO,1128,0.339,72734782,110000,1.203922,0.129133,9392483,49,191683,0.106,Low,Medium,Normalized persona x industry x company-size x ACV fit weights
M0118_P001,M0118,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,Europe,Mid-Market,CRO,1189,0.386,74965110,150000,0.842959,0.091103,6829560,42,162609,0.083,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0118_P002,M0118,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,Europe,Mid-Market,CRO,1189,0.386,74965110,175000,0.688237,0.074382,5576022,34,164001,0.083,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0118_P003,M0118,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,Europe,Mid-Market,CRO,1189,0.386,74965110,135000,1.881385,0.203332,15242774,93,163901,0.083,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0118_P004,M0118,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,Europe,Mid-Market,CRO,1189,0.386,74965110,120000,1.91415,0.206873,15508231,95,163245,0.083,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0118_P005,M0118,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,Europe,Mid-Market,CRO,1189,0.386,74965110,90000,1.189205,0.128524,9634807,59,163302,0.083,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0118_P006,M0118,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,Europe,Mid-Market,CRO,1189,0.386,74965110,160000,0.81833,0.088441,6630023,41,161708,0.083,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0118_P007,M0118,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,Europe,Mid-Market,CRO,1189,0.386,74965110,80000,1.258312,0.135993,10194704,62,164431,0.083,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0118_P008,M0118,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,Europe,Mid-Market,CRO,1189,0.386,74965110,110000,0.660215,0.071353,5348989,33,162091,0.083,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0119_P001,M0119,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,Europe,Mid-Market,Strategy,1105,0.319,59064414,150000,1.53716,0.166861,9855540,59,167043,0.139,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0119_P002,M0119,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,Europe,Mid-Market,Strategy,1105,0.319,59064414,175000,0.688237,0.074709,4412649,26,169717,0.139,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0119_P003,M0119,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,Europe,Mid-Market,Strategy,1105,0.319,59064414,135000,1.031727,0.111995,6614944,39,169614,0.139,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0119_P004,M0119,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,Europe,Mid-Market,Strategy,1105,0.319,59064414,120000,1.049695,0.113946,6730145,40,168254,0.139,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0119_P005,M0119,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,Europe,Mid-Market,Strategy,1105,0.319,59064414,90000,2.16855,0.235399,13903710,83,167515,0.139,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0119_P006,M0119,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,Europe,Mid-Market,Strategy,1105,0.319,59064414,160000,0.81833,0.088831,5246745,31,169250,0.139,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0119_P007,M0119,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,Europe,Mid-Market,Strategy,1105,0.319,59064414,80000,1.258312,0.136591,8067696,48,168077,0.139,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0119_P008,M0119,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,Europe,Mid-Market,Strategy,1105,0.319,59064414,110000,0.660215,0.071667,4232985,25,169319,0.139,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0120_P001,M0120,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,Europe,Mid-Market,Product,1547,0.445,136438758,150000,0.842959,0.092322,12596273,64,196817,0.122,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0120_P002,M0120,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,Europe,Mid-Market,Product,1547,0.445,136438758,175000,0.688237,0.075377,10284277,52,197775,0.122,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0120_P003,M0120,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,Europe,Mid-Market,Product,1547,0.445,136438758,135000,1.031727,0.112996,15417025,78,197654,0.122,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0120_P004,M0120,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,Europe,Mid-Market,Product,1547,0.445,136438758,120000,1.605416,0.175827,23989614,121,198261,0.122,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0120_P005,M0120,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,Europe,Mid-Market,Product,1547,0.445,136438758,90000,1.189205,0.130243,17770201,90,197447,0.122,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0120_P006,M0120,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,Europe,Mid-Market,Product,1547,0.445,136438758,160000,0.81833,0.089624,12228253,62,197230,0.122,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0120_P007,M0120,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,Europe,Mid-Market,Product,1547,0.445,136438758,80000,2.294568,0.251304,34287570,173,198194,0.122,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0120_P008,M0120,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,Europe,Mid-Market,Product,1547,0.445,136438758,110000,0.660215,0.072307,9865545,50,197311,0.122,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0121_P001,M0121,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,APAC,Strategic,CFO,244,0.269,68899497,150000,1.317123,0.11309,7791826,7,1113118,0.101,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0121_P002,M0121,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,APAC,Strategic,CFO,244,0.269,68899497,175000,1.96097,0.168371,11600688,11,1054608,0.101,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0121_P003,M0121,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,APAC,Strategic,CFO,244,0.269,68899497,135000,1.186486,0.101873,7019006,7,1002715,0.101,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0121_P004,M0121,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,APAC,Strategic,CFO,244,0.269,68899497,120000,1.207149,0.103647,7141244,7,1020178,0.101,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0121_P005,M0121,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,APAC,Strategic,CFO,244,0.269,68899497,90000,0.856227,0.073517,5065263,5,1013053,0.101,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0121_P006,M0121,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,APAC,Strategic,CFO,244,0.269,68899497,160000,2.33164,0.200197,13793497,13,1061038,0.101,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0121_P007,M0121,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,APAC,Strategic,CFO,244,0.269,68899497,80000,0.905984,0.077789,5359615,5,1071923,0.101,High,Low,Normalized persona x industry x company-size x ACV fit weights
M0121_P008,M0121,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,APAC,Strategic,CFO,244,0.269,68899497,110000,1.881127,0.161516,11128358,11,1011669,0.101,High,Low,Normalized persona x industry x company-size x ACV fit weights
