account_id,product_id,ownership_status,current_acv_usd,contract_start_date,contract_end_date,renewal_risk,usage_score,adoption_score,expansion_eligible_flag
A0316,P003,Not Owned,0,,,,0,0,
A0316,P004,Not Owned,0,,,,0,0,
A0316,P005,Owned,91098,2025-01-13,2027-01-03,Low,82,72,Yes
A0316,P006,Not Owned,0,,,,0,0,
A0316,P007,Owned,110152,2024-11-17,2026-11-07,Low,87,82,Yes
A0316,P008,Owned,133525,2023-08-23,2026-08-07,High,52,47,No
A0317,P001,Not Owned,0,,,,0,0,
A0317,P002,Owned,211793,2023-04-26,2025-04-15,Medium,72,88,Yes
A0317,P003,Not Owned,0,,,,0,0,
A0317,P004,Not Owned,0,,,,0,0,
A0317,P005,Not Owned,0,,,,0,0,
A0317,P006,Not Owned,0,,,,0,0,
A0317,P007,Owned,99077,2023-07-01,2025-06-20,Medium,63,67,Yes
A0317,P008,Not Owned,0,,,,0,0,
A0318,P001,Not Owned,0,,,,0,0,
A0318,P002,Not Owned,0,,,,0,0,
A0318,P003,Owned,150740,2023-04-20,2025-04-09,Low,82,86,Yes
A0318,P004,Owned,150145,2024-02-12,2025-02-06,Medium,63,49,No
A0318,P005,Not Owned,0,,,,0,0,
A0318,P006,Owned,197983,2024-09-11,2026-09-01,Low,89,79,Yes
A0318,P007,Not Owned,0,,,,0,0,
A0318,P008,Not Owned,0,,,,0,0,
A0319,P001,Not Owned,0,,,,0,0,
A0319,P002,Not Owned,0,,,,0,0,
A0319,P003,Owned,249891,2024-03-15,2025-03-10,Medium,62,50,No
A0319,P004,Owned,186227,2023-11-16,2024-11-10,High,49,44,No
A0319,P005,Not Owned,0,,,,0,0,
A0319,P006,Owned,236891,2024-01-31,2025-01-25,Medium,55,56,No
A0319,P007,Not Owned,0,,,,0,0,
A0319,P008,Not Owned,0,,,,0,0,
A0320,P001,Not Owned,0,,,,0,0,
A0320,P002,Owned,208705,2023-05-09,2024-05-03,Low,77,96,Yes
A0320,P003,Owned,175660,2023-09-30,2026-09-14,Medium,70,65,Yes
A0320,P004,Owned,142565,2024-05-28,2025-05-23,Low,84,92,Yes
A0320,P005,Owned,125649,2024-02-09,2026-01-29,High,54,56,No
A0320,P006,Owned,223787,2025-02-09,2028-01-25,Medium,73,70,Yes
A0320,P007,Not Owned,0,,,,0,0,
A0320,P008,Not Owned,0,,,,0,0,
A0321,P001,Not Owned,0,,,,0,0,
A0321,P002,Owned,172204,2023-03-17,2024-03-11,High,52,50,No
A0321,P003,Not Owned,0,,,,0,0,
A0321,P004,Not Owned,0,,,,0,0,
A0321,P005,Not Owned,0,,,,0,0,
A0321,P006,Not Owned,0,,,,0,0,
A0321,P007,Not Owned,0,,,,0,0,
A0321,P008,Not Owned,0,,,,0,0,
A0324,P001,Not Owned,0,,,,0,0,
A0324,P002,Not Owned,0,,,,0,0,
A0324,P003,Owned,105410,2024-09-06,2027-08-22,Medium,55,71,Yes
A0324,P004,Owned,95549,2023-04-21,2024-04-15,Medium,58,57,No
A0324,P005,Not Owned,0,,,,0,0,
A0324,P006,Not Owned,0,,,,0,0,
A0324,P007,Not Owned,0,,,,0,0,
A0324,P008,Not Owned,0,,,,0,0,
A0333,P001,Owned,165029,2023-09-12,2024-09-06,Medium,61,56,No
A0333,P002,Not Owned,0,,,,0,0,
A0333,P003,Not Owned,0,,,,0,0,
A0333,P004,Not Owned,0,,,,0,0,
A0333,P005,Not Owned,0,,,,0,0,
A0333,P006,Not Owned,0,,,,0,0,
A0333,P007,Owned,90182,2025-03-09,2028-02-22,High,46,54,No
A0333,P008,Not Owned,0,,,,0,0,
A0336,P001,Not Owned,0,,,,0,0,
A0336,P002,Not Owned,0,,,,0,0,
A0336,P003,Owned,136287,2023-05-08,2026-04-22,High,51,40,No
A0336,P004,Owned,161351,2024-12-14,2026-12-04,Medium,62,67,Yes
A0336,P005,Not Owned,0,,,,0,0,
A0336,P006,Owned,152959,2024-08-03,2026-07-24,Medium,70,75,Yes
A0336,P007,Owned,102684,2025-02-04,2026-01-30,Low,94,86,Yes
A0336,P008,Not Owned,0,,,,0,0,
A0337,P001,Not Owned,0,,,,0,0,
A0337,P002,Not Owned,0,,,,0,0,
A0337,P003,Not Owned,0,,,,0,0,
A0337,P004,Not Owned,0,,,,0,0,
A0337,P005,Owned,107153,2025-02-10,2028-01-26,Low,85,94,Yes
A0337,P006,Not Owned,0,,,,0,0,
A0337,P007,Not Owned,0,,,,0,0,
A0337,P008,Owned,149652,2023-01-03,2024-12-23,Medium,74,76,No
A0343,P001,Owned,146943,2023-10-05,2025-09-24,Low,78,80,Yes
A0343,P002,Not Owned,0,,,,0,0,
A0343,P003,Owned,141369,2023-12-01,2026-11-15,Medium,56,52,No
A0343,P004,Not Owned,0,,,,0,0,
A0343,P005,Not Owned,0,,,,0,0,
A0343,P006,Not Owned,0,,,,0,0,
A0343,P007,Not Owned,0,,,,0,0,
A0343,P008,Owned,150237,2024-10-03,2026-09-23,Medium,61,50,No
A0345,P001,Not Owned,0,,,,0,0,
A0345,P002,Not Owned,0,,,,0,0,
A0345,P003,Not Owned,0,,,,0,0,
A0345,P004,Owned,166994,2024-02-10,2027-01-25,Low,84,80,Yes
A0345,P005,Not Owned,0,,,,0,0,
A0345,P006,Owned,191327,2023-11-16,2026-10-31,Medium,69,57,No
A0345,P007,Not Owned,0,,,,0,0,
A0345,P008,Not Owned,0,,,,0,0,
A0348,P001,Not Owned,0,,,,0,0,
A0348,P002,Not Owned,0,,,,0,0,
A0348,P003,Owned,253518,2025-04-02,2028-03-17,High,48,42,No
A0348,P004,Not Owned,0,,,,0,0,
A0348,P005,Owned,120564,2024-09-20,2025-09-15,Low,91,86,Yes
A0348,P006,Owned,287165,2025-03-10,2027-02-28,Medium,68,65,Yes
A0348,P007,Owned,113901,2024-01-26,2027-01-10,High,47,45,No
A0348,P008,Not Owned,0,,,,0,0,
A0352,P001,Owned,268074,2024-07-04,2027-06-19,Medium,70,72,Yes
A0352,P002,Owned,244899,2023-11-18,2024-11-12,Medium,71,82,Yes
A0352,P003,Not Owned,0,,,,0,0,
A0352,P004,Not Owned,0,,,,0,0,
A0352,P005,Not Owned,0,,,,0,0,
A0352,P006,Not Owned,0,,,,0,0,
A0352,P007,Not Owned,0,,,,0,0,
A0352,P008,Not Owned,0,,,,0,0,
A0354,P001,Not Owned,0,,,,0,0,
A0354,P002,Not Owned,0,,,,0,0,
A0354,P003,Not Owned,0,,,,0,0,
A0354,P004,Not Owned,0,,,,0,0,
A0354,P005,Owned,61628,2024-09-05,2025-08-31,Medium,69,67,Yes
A0354,P006,Not Owned,0,,,,0,0,
A0354,P007,Not Owned,0,,,,0,0,
A0354,P008,Not Owned,0,,,,0,0,
A0357,P001,Owned,114225,2024-10-28,2027-10-13,Medium,64,66,Yes
A0357,P002,Not Owned,0,,,,0,0,
A0357,P003,Not Owned,0,,,,0,0,
A0357,P004,Not Owned,0,,,,0,0,
A0357,P005,Not Owned,0,,,,0,0,
A0357,P006,Not Owned,0,,,,0,0,
A0357,P007,Not Owned,0,,,,0,0,
A0357,P008,Owned,95713,2023-09-14,2024-09-08,High,48,41,No
A0358,P001,Not Owned,0,,,,0,0,
A0358,P002,Not Owned,0,,,,0,0,
A0358,P003,Not Owned,0,,,,0,0,
A0358,P004,Not Owned,0,,,,0,0,
A0358,P005,Not Owned,0,,,,0,0,
A0358,P006,Not Owned,0,,,,0,0,
A0358,P007,Owned,70240,2024-11-29,2026-11-19,Low,95,99,Yes
A0358,P008,Not Owned,0,,,,0,0,
A0362,P001,Not Owned,0,,,,0,0,
A0362,P002,Not Owned,0,,,,0,0,
A0362,P003,Not Owned,0,,,,0,0,
A0362,P004,Owned,115920,2025-03-19,2027-03-09,Medium,61,51,No
A0362,P005,Not Owned,0,,,,0,0,
A0362,P006,Not Owned,0,,,,0,0,
A0362,P007,Owned,81395,2025-04-19,2027-04-09,Medium,65,58,No
A0362,P008,Owned,141997,2023-12-15,2026-11-29,High,46,49,No
A0363,P001,Not Owned,0,,,,0,0,
A0363,P002,Not Owned,0,,,,0,0,
A0363,P003,Owned,252335,2023-07-16,2026-06-30,Low,83,87,Yes
A0363,P004,Not Owned,0,,,,0,0,
A0363,P005,Owned,162212,2024-01-14,2026-01-03,Medium,70,70,Yes
A0363,P006,Not Owned,0,,,,0,0,
A0363,P007,Owned,145123,2025-03-13,2026-03-08,Low,85,88,Yes
A0363,P008,Not Owned,0,,,,0,0,
A0364,P001,Owned,246789,2023-12-22,2024-12-16,High,48,55,No
A0364,P002,Not Owned,0,,,,0,0,
A0364,P003,Owned,172351,2024-11-22,2026-11-12,Medium,55,57,No
A0364,P004,Owned,163840,2023-07-05,2025-06-24,Medium,72,68,Yes
A0364,P005,Not Owned,0,,,,0,0,
A0364,P006,Not Owned,0,,,,0,0,
A0364,P007,Not Owned,0,,,,0,0,
A0364,P008,Owned,205577,2024-05-04,2027-04-19,Low,87,79,No
A0365,P001,Not Owned,0,,,,0,0,
A0365,P002,Owned,104718,2023-03-22,2024-03-16,Medium,62,63,Yes
A0365,P003,Not Owned,0,,,,0,0,
A0365,P004,Owned,95355,2023-04-13,2024-04-07,Medium,68,81,Yes
A0365,P005,Not Owned,0,,,,0,0,
A0365,P006,Not Owned,0,,,,0,0,
A0365,P007,Not Owned,0,,,,0,0,
A0365,P008,Not Owned,0,,,,0,0,
A0366,P001,Not Owned,0,,,,0,0,
A0366,P002,Not Owned,0,,,,0,0,
A0366,P003,Not Owned,0,,,,0,0,
A0366,P004,Not Owned,0,,,,0,0,
A0366,P005,Owned,69709,2023-03-03,2024-02-26,Low,93,84,Yes
A0366,P006,Not Owned,0,,,,0,0,
A0366,P007,Owned,68070,2024-07-03,2025-06-28,High,51,41,No
A0366,P008,Owned,77491,2024-12-29,2026-12-19,Low,80,81,No
A0368,P001,Not Owned,0,,,,0,0,
A0368,P002,Owned,112033,2024-09-01,2026-08-22,Medium,73,88,Yes
A0368,P003,Not Owned,0,,,,0,0,
A0368,P004,Not Owned,0,,,,0,0,
A0368,P005,Not Owned,0,,,,0,0,
A0368,P006,Not Owned,0,,,,0,0,
A0368,P007,Not Owned,0,,,,0,0,
A0368,P008,Not Owned,0,,,,0,0,
A0370,P001,Not Owned,0,,,,0,0,
A0370,P002,Owned,228823,2025-05-23,2026-05-18,Low,85,77,Yes
A0370,P003,Not Owned,0,,,,0,0,
A0370,P004,Owned,157981,2023-03-19,2024-03-13,Low,91,94,Yes
A0370,P005,Owned,93311,2023-09-15,2024-09-09,Low,92,95,Yes
A0370,P006,Not Owned,0,,,,0,0,
A0370,P007,Owned,103397,2024-05-05,2026-04-25,Medium,59,47,No
A0370,P008,Not Owned,0,,,,0,0,
A0376,P001,Owned,281204,2024-10-12,2025-10-07,Medium,68,73,Yes
A0376,P002,Not Owned,0,,,,0,0,
A0376,P003,Owned,253895,2024-06-10,2025-06-05,Medium,64,72,Yes
A0376,P004,Owned,204206,2023-08-27,2026-08-11,Medium,65,73,Yes
A0376,P005,Owned,163418,2024-01-06,2025-12-26,High,48,66,Yes
A0376,P006,Not Owned,0,,,,0,0,
A0376,P007,Not Owned,0,,,,0,0,
A0376,P008,Not Owned,0,,,,0,0,
A0379,P001,Not Owned,0,,,,0,0,
A0379,P002,Not Owned,0,,,,0,0,
A0379,P003,Owned,167807,2023-12-13,2026-11-27,High,54,57,No
A0379,P004,Not Owned,0,,,,0,0,
A0379,P005,Not Owned,0,,,,0,0,
A0379,P006,Owned,214902,2025-05-15,2026-05-10,High,52,55,No
A0379,P007,Not Owned,0,,,,0,0,
A0379,P008,Not Owned,0,,,,0,0,
A0380,P001,Not Owned,0,,,,0,0,
A0380,P002,Not Owned,0,,,,0,0,
A0380,P003,Owned,174833,2025-01-18,2027-01-08,Low,88,92,Yes
A0380,P004,Not Owned,0,,,,0,0,
A0380,P005,Owned,123789,2025-01-21,2026-01-16,Medium,73,60,Yes
A0380,P006,Owned,207121,2023-09-06,2026-08-21,Medium,63,68,Yes
A0380,P007,Not Owned,0,,,,0,0,
A0380,P008,Owned,136370,2024-11-25,2027-11-10,Medium,55,53,No
A0387,P001,Owned,203394,2023-12-29,2026-12-13,High,45,45,No
A0387,P002,Owned,217756,2023-03-04,2024-02-27,Low,83,87,Yes
A0387,P003,Not Owned,0,,,,0,0,
A0387,P004,Not Owned,0,,,,0,0,
A0387,P005,Not Owned,0,,,,0,0,
A0387,P006,Owned,211725,2023-09-19,2025-09-08,Low,90,69,Yes
A0387,P007,Owned,98820,2023-02-03,2025-01-23,Low,83,99,Yes
A0387,P008,Not Owned,0,,,,0,0,
A0390,P001,Not Owned,0,,,,0,0,
A0390,P002,Not Owned,0,,,,0,0,
A0390,P003,Owned,90075,2023-08-23,2025-08-12,Medium,59,58,No
A0390,P004,Not Owned,0,,,,0,0,
A0390,P005,Not Owned,0,,,,0,0,
A0390,P006,Not Owned,0,,,,0,0,
A0390,P007,Not Owned,0,,,,0,0,
A0390,P008,Not Owned,0,,,,0,0,
A0392,P001,Owned,122594,2025-01-28,2026-01-23,Low,77,91,Yes
A0392,P002,Not Owned,0,,,,0,0,
A0392,P003,Not Owned,0,,,,0,0,
A0392,P004,Not Owned,0,,,,0,0,
A0392,P005,Not Owned,0,,,,0,0,
A0392,P006,Owned,114764,2024-06-01,2026-05-22,Low,77,83,Yes
A0392,P007,Not Owned,0,,,,0,0,
A0392,P008,Owned,93614,2025-05-12,2027-05-02,Medium,67,73,No
A0402,P001,Not Owned,0,,,,0,0,
A0402,P002,Not Owned,0,,,,0,0,
A0402,P003,Not Owned,0,,,,0,0,
A0402,P004,Not Owned,0,,,,0,0,
A0402,P005,Not Owned,0,,,,0,0,
A0402,P006,Owned,106520,2024-03-13,2025-03-08,Low,79,78,Yes
A0402,P007,Not Owned,0,,,,0,0,
A0402,P008,Not Owned,0,,,,0,0,
A0403,P001,Not Owned,0,,,,0,0,
A0403,P002,Not Owned,0,,,,0,0,
A0403,P003,Not Owned,0,,,,0,0,
A0403,P004,Not Owned,0,,,,0,0,
A0403,P005,Not Owned,0,,,,0,0,
A0403,P006,Owned,155734,2024-09-09,2027-08-25,Medium,58,44,No
A0403,P007,Not Owned,0,,,,0,0,
A0403,P008,Owned,109151,2024-10-19,2027-10-04,Low,86,90,No
A0405,P001,Not Owned,0,,,,0,0,
A0405,P002,Owned,212983,2023-05-31,2026-05-15,Medium,74,83,Yes
A0405,P003,Not Owned,0,,,,0,0,
A0405,P004,Not Owned,0,,,,0,0,
A0405,P005,Not Owned,0,,,,0,0,
A0405,P006,Owned,169681,2024-07-05,2027-06-20,Medium,69,66,Yes
A0405,P007,Not Owned,0,,,,0,0,
A0405,P008,Owned,144407,2024-08-04,2027-07-20,Medium,72,81,No
A0406,P001,Owned,174655,2024-12-20,2025-12-15,Low,75,74,Yes
A0406,P002,Not Owned,0,,,,0,0,
A0406,P003,Owned,133804,2025-05-09,2027-04-29,Low,88,93,Yes
A0406,P004,Not Owned,0,,,,0,0,
A0406,P005,Not Owned,0,,,,0,0,
A0406,P006,Not Owned,0,,,,0,0,
A0406,P007,Owned,76780,2023-04-02,2026-03-17,Low,83,88,Yes
A0406,P008,Not Owned,0,,,,0,0,
A0408,P001,Not Owned,0,,,,0,0,
A0408,P002,Not Owned,0,,,,0,0,
A0408,P003,Not Owned,0,,,,0,0,
A0408,P004,Not Owned,0,,,,0,0,
A0408,P005,Not Owned,0,,,,0,0,
A0408,P006,Owned,169473,2023-10-02,2024-09-26,Medium,58,63,Yes
A0408,P007,Owned,97240,2023-06-16,2026-05-31,Medium,60,49,No
A0408,P008,Not Owned,0,,,,0,0,
A0409,P001,Not Owned,0,,,,0,0,
A0409,P002,Owned,110927,2023-04-26,2026-04-10,Low,87,85,Yes
A0409,P003,Not Owned,0,,,,0,0,
A0409,P004,Not Owned,0,,,,0,0,
A0409,P005,Not Owned,0,,,,0,0,
A0409,P006,Not Owned,0,,,,0,0,
A0409,P007,Not Owned,0,,,,0,0,
A0409,P008,Not Owned,0,,,,0,0,
A0411,P001,Owned,256837,2024-07-24,2025-07-19,Medium,55,54,No
A0411,P002,Owned,238234,2023-02-15,2024-02-10,High,45,46,No
A0411,P003,Owned,171761,2023-03-06,2026-02-18,Low,78,82,Yes
A0411,P004,Not Owned,0,,,,0,0,
A0411,P005,Owned,135925,2024-03-20,2026-03-10,High,52,53,No
A0411,P006,Owned,286814,2024-09-03,2027-08-19,Low,80,80,Yes
A0411,P007,Not Owned,0,,,,0,0,
A0411,P008,Not Owned,0,,,,0,0,
A0412,P001,Owned,142223,2023-03-27,2025-03-16,Medium,57,47,No
A0412,P002,Not Owned,0,,,,0,0,
A0412,P003,Not Owned,0,,,,0,0,
A0412,P004,Owned,129099,2025-01-11,2026-01-06,Low,80,90,Yes
A0412,P005,Not Owned,0,,,,0,0,
A0412,P006,Owned,172177,2023-11-23,2026-11-07,Medium,60,57,No
A0412,P007,Not Owned,0,,,,0,0,
A0412,P008,Owned,129552,2023-02-18,2025-02-07,Medium,62,59,No
A0413,P001,Not Owned,0,,,,0,0,
A0413,P002,Not Owned,0,,,,0,0,
A0413,P003,Owned,87285,2023-11-13,2025-11-02,Low,82,77,Yes
A0413,P004,Not Owned,0,,,,0,0,
A0413,P005,Not Owned,0,,,,0,0,
A0413,P006,Not Owned,0,,,,0,0,
A0413,P007,Not Owned,0,,,,0,0,
A0413,P008,Not Owned,0,,,,0,0,
A0417,P001,Owned,155150,2025-03-02,2026-02-25,Medium,74,84,Yes
A0417,P002,Not Owned,0,,,,0,0,
A0417,P003,Not Owned,0,,,,0,0,
A0417,P004,Not Owned,0,,,,0,0,
A0417,P005,Not Owned,0,,,,0,0,
A0417,P006,Not Owned,0,,,,0,0,
A0417,P007,Not Owned,0,,,,0,0,
A0417,P008,Not Owned,0,,,,0,0,
A0422,P001,Owned,266665,2023-10-13,2025-10-02,Low,92,84,Yes
A0422,P002,Owned,230511,2023-01-21,2026-01-05,High,47,42,No
A0422,P003,Owned,208070,2024-11-15,2026-11-05,Medium,72,71,Yes
A0422,P004,Not Owned,0,,,,0,0,
A0422,P005,Not Owned,0,,,,0,0,
A0422,P006,Not Owned,0,,,,0,0,
A0422,P007,Owned,146567,2024-02-07,2026-01-27,Medium,64,67,Yes
A0422,P008,Not Owned,0,,,,0,0,
A0424,P001,Not Owned,0,,,,0,0,
A0424,P002,Owned,165152,2024-04-02,2027-03-18,Medium,65,73,Yes
A0424,P003,Owned,184585,2024-08-28,2026-08-18,Low,94,99,Yes
A0424,P004,Not Owned,0,,,,0,0,
A0424,P005,Not Owned,0,,,,0,0,
A0424,P006,Owned,196409,2023-02-12,2026-01-27,Low,84,97,Yes
A0424,P007,Not Owned,0,,,,0,0,
A0424,P008,Owned,142196,2024-03-16,2026-03-06,Low,80,81,No
A0426,P001,Not Owned,0,,,,0,0,
A0426,P002,Not Owned,0,,,,0,0,
A0426,P003,Owned,160484,2024-08-04,2027-07-20,Low,84,77,Yes
A0426,P004,Owned,138503,2023-01-16,2025-12-31,Medium,59,63,Yes
A0426,P005,Not Owned,0,,,,0,0,
A0426,P006,Not Owned,0,,,,0,0,
A0426,P007,Not Owned,0,,,,0,0,
A0426,P008,Not Owned,0,,,,0,0,
A0430,P001,Not Owned,0,,,,0,0,
A0430,P002,Owned,330383,2024-11-07,2027-10-23,Low,76,76,Yes
A0430,P003,Not Owned,0,,,,0,0,
A0430,P004,Owned,154799,2025-04-02,2028-03-17,Medium,72,68,Yes
A0430,P005,Owned,124468,2024-04-09,2025-04-04,Low,81,73,Yes
A0430,P006,Not Owned,0,,,,0,0,
A0430,P007,Not Owned,0,,,,0,0,
A0430,P008,Not Owned,0,,,,0,0,
A0431,P001,Owned,206535,2023-05-16,2025-05-05,Low,89,91,Yes
A0431,P002,Owned,226527,2024-01-03,2025-12-23,Low,85,74,Yes
A0431,P003,Not Owned,0,,,,0,0,
A0431,P004,Owned,161332,2024-01-25,2025-01-19,Medium,64,62,Yes
A0431,P005,Not Owned,0,,,,0,0,
A0431,P006,Not Owned,0,,,,0,0,
A0431,P007,Not Owned,0,,,,0,0,
A0431,P008,Not Owned,0,,,,0,0,
A0437,P001,Owned,206361,2025-03-13,2027-03-03,Medium,68,64,Yes
A0437,P002,Owned,242090,2024-04-16,2026-04-06,Medium,74,79,Yes
A0437,P003,Owned,145362,2023-04-03,2026-03-18,Low,92,96,Yes
A0437,P004,Not Owned,0,,,,0,0,
A0437,P005,Owned,109797,2025-03-13,2026-03-08,High,51,56,No
A0437,P006,Not Owned,0,,,,0,0,
A0437,P007,Owned,95378,2025-03-27,2028-03-11,Low,80,82,Yes
A0437,P008,Not Owned,0,,,,0,0,
A0443,P001,Not Owned,0,,,,0,0,
A0443,P002,Owned,125281,2023-07-01,2024-06-25,High,54,56,No
A0443,P003,Not Owned,0,,,,0,0,
A0443,P004,Not Owned,0,,,,0,0,
A0443,P005,Not Owned,0,,,,0,0,
A0443,P006,Not Owned,0,,,,0,0,
A0443,P007,Owned,61128,2024-05-03,2026-04-23,Low,77,69,Yes
A0443,P008,Not Owned,0,,,,0,0,
A0446,P001,Not Owned,0,,,,0,0,
A0446,P002,Not Owned,0,,,,0,0,
A0446,P003,Not Owned,0,,,,0,0,
A0446,P004,Not Owned,0,,,,0,0,
A0446,P005,Owned,62634,2023-05-16,2024-05-10,Low,80,75,Yes
A0446,P006,Owned,110435,2023-10-28,2025-10-17,Low,76,77,Yes
A0446,P007,Owned,57257,2024-06-01,2025-05-27,High,45,42,No
A0446,P008,Not Owned,0,,,,0,0,
A0447,P001,Not Owned,0,,,,0,0,
A0447,P002,Owned,231880,2024-12-28,2027-12-13,High,46,48,No
A0447,P003,Owned,166559,2023-08-13,2026-07-28,Medium,66,65,Yes
A0447,P004,Owned,135792,2023-02-24,2025-02-13,Medium,55,56,No
A0447,P005,Not Owned,0,,,,0,0,
A0447,P006,Not Owned,0,,,,0,0,
A0447,P007,Not Owned,0,,,,0,0,
A0447,P008,Owned,146619,2024-04-26,2025-04-21,Low,77,81,No
A0449,P001,Not Owned,0,,,,0,0,
A0449,P002,Not Owned,0,,,,0,0,
A0449,P003,Not Owned,0,,,,0,0,
A0449,P004,Not Owned,0,,,,0,0,
A0449,P005,Not Owned,0,,,,0,0,
A0449,P006,Owned,216194,2025-03-17,2027-03-07,High,45,53,No
A0449,P007,Not Owned,0,,,,0,0,
A0449,P008,Not Owned,0,,,,0,0,
A0451,P001,Not Owned,0,,,,0,0,
A0451,P002,Owned,138037,2025-01-04,2026-12-25,Medium,60,63,Yes
A0451,P003,Owned,83206,2024-03-05,2025-02-28,Medium,69,78,Yes
A0451,P004,Not Owned,0,,,,0,0,
A0451,P005,Not Owned,0,,,,0,0,
A0451,P006,Not Owned,0,,,,0,0,
A0451,P007,Not Owned,0,,,,0,0,
A0451,P008,Not Owned,0,,,,0,0,
A0452,P001,Owned,145515,2023-12-26,2026-12-10,Low,86,82,Yes
A0452,P002,Not Owned,0,,,,0,0,
A0452,P003,Not Owned,0,,,,0,0,
A0452,P004,Owned,151690,2023-03-02,2024-02-25,High,52,32,No
A0452,P005,Not Owned,0,,,,0,0,
A0452,P006,Owned,195806,2025-05-14,2027-05-04,High,51,41,No
A0452,P007,Owned,111542,2024-11-03,2025-10-29,Medium,65,66,Yes
A0452,P008,Not Owned,0,,,,0,0,
A0454,P001,Owned,209213,2023-02-03,2025-01-23,High,49,52,No
A0454,P002,Owned,310273,2024-08-30,2026-08-20,Low,88,99,Yes
A0454,P003,Not Owned,0,,,,0,0,
A0454,P004,Owned,171598,2024-12-18,2027-12-03,High,50,51,No
A0454,P005,Not Owned,0,,,,0,0,
A0454,P006,Owned,290383,2024-08-10,2026-07-31,Low,80,77,Yes
A0454,P007,Owned,112939,2024-10-23,2025-10-18,Low,81,68,Yes
A0454,P008,Not Owned,0,,,,0,0,
A0456,P001,Not Owned,0,,,,0,0,
A0456,P002,Not Owned,0,,,,0,0,
A0456,P003,Not Owned,0,,,,0,0,
A0456,P004,Not Owned,0,,,,0,0,
A0456,P005,Owned,67530,2023-08-07,2025-07-27,Medium,67,71,Yes
A0456,P006,Not Owned,0,,,,0,0,
A0456,P007,Owned,69270,2025-02-23,2026-02-18,Medium,71,75,Yes
A0456,P008,Not Owned,0,,,,0,0,
A0459,P001,Not Owned,0,,,,0,0,
A0459,P002,Owned,129259,2023-05-25,2025-05-14,Medium,57,61,Yes
A0459,P003,Not Owned,0,,,,0,0,
A0459,P004,Not Owned,0,,,,0,0,
A0459,P005,Owned,55278,2025-02-28,2028-02-13,Low,94,80,Yes
A0459,P006,Owned,97722,2023-09-22,2025-09-11,High,47,54,No
A0459,P007,Not Owned,0,,,,0,0,
A0459,P008,Not Owned,0,,,,0,0,
A0461,P001,Not Owned,0,,,,0,0,
A0461,P002,Owned,179770,2024-04-24,2026-04-14,Medium,58,69,Yes
A0461,P003,Not Owned,0,,,,0,0,
A0461,P004,Not Owned,0,,,,0,0,
A0461,P005,Not Owned,0,,,,0,0,
A0461,P006,Owned,222332,2025-03-13,2028-02-26,Medium,68,58,No
A0461,P007,Owned,107872,2023-09-05,2025-08-25,High,54,57,No
A0461,P008,Not Owned,0,,,,0,0,
A0462,P001,Owned,106083,2023-10-07,2026-09-21,Medium,72,80,Yes
A0462,P002,Not Owned,0,,,,0,0,
A0462,P003,Not Owned,0,,,,0,0,
A0462,P004,Not Owned,0,,,,0,0,
A0462,P005,Not Owned,0,,,,0,0,
A0462,P006,Not Owned,0,,,,0,0,
A0462,P007,Not Owned,0,,,,0,0,
A0462,P008,Not Owned,0,,,,0,0,
A0464,P001,Not Owned,0,,,,0,0,
A0464,P002,Not Owned,0,,,,0,0,
A0464,P003,Not Owned,0,,,,0,0,
A0464,P004,Owned,168164,2023-11-03,2026-10-18,Low,77,79,Yes
A0464,P005,Not Owned,0,,,,0,0,
A0464,P006,Owned,165249,2023-11-07,2024-11-01,Medium,65,67,Yes
A0464,P007,Not Owned,0,,,,0,0,
A0464,P008,Not Owned,0,,,,0,0,
A0468,P001,Not Owned,0,,,,0,0,
A0468,P002,Owned,105710,2023-12-09,2024-12-03,Medium,73,65,Yes
A0468,P003,Not Owned,0,,,,0,0,
A0468,P004,Owned,99059,2023-10-11,2026-09-25,High,48,41,No
A0468,P005,Owned,61833,2023-03-23,2025-03-12,Medium,70,75,Yes
A0468,P006,Not Owned,0,,,,0,0,
A0468,P007,Not Owned,0,,,,0,0,
A0468,P008,Owned,69995,2024-08-01,2025-07-27,Low,91,95,No
A0473,P001,Not Owned,0,,,,0,0,
A0473,P002,Not Owned,0,,,,0,0,
A0473,P003,Not Owned,0,,,,0,0,
A0473,P004,Not Owned,0,,,,0,0,
A0473,P005,Not Owned,0,,,,0,0,
A0473,P006,Owned,174767,2023-02-13,2025-02-02,Low,85,75,Yes
A0473,P007,Owned,101194,2025-01-18,2026-01-13,Low,87,90,Yes
A0473,P008,Not Owned,0,,,,0,0,
A0475,P001,Owned,173376,2024-06-03,2026-05-24,High,51,50,No
A0475,P002,Owned,213407,2024-12-04,2025-11-29,High,54,50,No
A0475,P003,Not Owned,0,,,,0,0,
A0475,P004,Not Owned,0,,,,0,0,
A0475,P005,Not Owned,0,,,,0,0,
A0475,P006,Not Owned,0,,,,0,0,
A0475,P007,Not Owned,0,,,,0,0,
A0475,P008,Not Owned,0,,,,0,0,
A0477,P001,Owned,118916,2023-06-22,2026-06-06,High,46,51,No
A0477,P002,Not Owned,0,,,,0,0,
A0477,P003,Not Owned,0,,,,0,0,
A0477,P004,Not Owned,0,,,,0,0,
A0477,P005,Not Owned,0,,,,0,0,
A0477,P006,Owned,113178,2024-09-27,2026-09-17,Medium,59,51,No
A0477,P007,Owned,53407,2023-03-27,2026-03-11,Medium,56,72,Yes
